Population in severe multidimensional poverty (%),"Population, total (millions)",Expected years of schooling (years),"Human Development Index (HDI), male","Population, ages 65 and older (millions)","Population, urban (%)",Inequality-adjusted education index,"Maternal mortality ratio (deaths per 100,000 live births)","Foreign direct investment, net inflows (% of GDP)",Inequality-adjusted income index,Employment to population ratio (% ages 15 and older),"Population with at least some secondary education, male (% ages 25 and older)","Gross domestic product (GDP), total (2011 PPP $ billions)",Multidimensional poverty index (MPI),"Estimated gross national income per capita, male (2011 PPP$)",Life Expectancy Index,"Labour force participation rate, male (% ages 15 and older)",Gender Development Index (GDI),Inequality in life expectancy (%),Female share of paid employment in non-agriculture,Domestic credit provided by financial sector (% of GDP),Adult literacy rate (% ages 15 and older),Exports and Imports (% of GDP),Youth unemployment rate (% of labour force ages 15-24),HDI rank,Total unemployment rate (% of labour force),Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"Mean years of schooling, male (years)",Life expectancy at birth (years),Overall loss in HDI due to inequality (%),Inequality-adjusted life expectancy index,"Population in multidimensional poverty, headcount (thousands)","Dependency ratio, young age (0-14) (per 100 people ages 15-64)","Human Development Index (HDI), female","Net migration rate (per 1,000 people)","Gross enrolment ratio, secondary (% of secondary school-age population)","Under-five mortality rate (per 1,000 live births)","Remittances, inflows (% of GDP)",Inequality-adjusted HDI (IHDI),"Estimated gross national income per capita, female (2011 PPP$)",Primary school teachers trained to teach (%),Inequality in education (%),"Infant mortality rate (per 1,000 live births)",Coefficient of human inequality,Gross domestic product (GDP) per capita (2011 PPP $),"Pupil-teacher ratio, primary school (number of pupils per teacher)",Sex ratio at birth (male to female births),Internet users (% of population),Education index,"Population with at least some secondary education, female (% ages 25 and older)","Youth unemployment rate, female to male ratio","Life expectancy at birth, male (years)","Gross enrolment ratio, pre-primary (% of preschool-age children)",Inequality in income (%),"Mean years of schooling, female (years)",Gross fixed capital formation (% of GDP),Share of seats in parliament (% held by women),"Population, ages 15–64 (millions)","Expected years of schooling, male (years)","Labour force participation rate, female (% ages 15 and older)",Forest area (% of total land area),Population with at least some secondary education (% ages 25 and older),"Adolescent birth rate (births per 1,000 women ages 15-19)",Mean years of schooling (years),name,Median age (years),"Gross enrolment ratio, primary (% of primary school-age population)","Total unemployment rate, female to male ratio",Mobile phone subscriptions (per 100 people),"Life expectancy at birth, female (years)","Population, under age 5 (millions)",Gender Inequality Index (GII),"Gross enrolment ratio, tertiary (% of tertiary school-age population)","Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, intensity of deprivation (%)","HIV prevalence, adult (% ages 15-49)",Private capital flows (% of GDP),Income index,Labour force participation rate (% ages 15 and older),Gross national income (GNI) per capita (2011 PPP$),Human Development Index (HDI),Population near multidimensional poverty (%),"Expected years of schooling, female (years)"
,3.017712,12.71321785,0.741209728,0.327,62.673,0.702630709,25,1.68967,0.573205763,53.007061,98.07250248,23.83776536,,11260.04963,0.8444,73.57623291,0.993130021,10.1071,47.5,48.22313016,99.7673,70.9968,37.23217773,84,16.29862022,15.29307073,11.25475,74.886,9.314872412,0.759055648,,25.96957648,0.736117633,-0.66,,14.1,14.122,0.673654317,5533.198822,,3.685,12.6,9.218423333,7899.28441,,1.13,58.249332,0.729513274,98.47248911,1.145098623,71.062,,13.86317,11.34015,20.36252734,10.6870229,2.136,11.42586,54.89084244,11.66139796,98.26509328,22.985,11.29105,Armenia,34.64564269,,1.255094935,115.145509,78.719,0.207,0.29313461,,,,0.2,-4.041689,0.665459552,63.32877731,8189.115193,0.742849831,,13.77791
,1.184765,12.484435,0.650542672,0.066,32.77,0.258878441,215,3.04419,0.494519577,39.25656891,,2.646956284,,7549.386254,0.746369231,55.51813507,0.858423067,24.4476,,-8.995837767,67.52085,,15.74422169,133,4.965918064,10.72911781,5.290491,68.514,31.23247491,0.563899867,,81.54574209,0.558440836,-8.922,,52.6,4.36046,0.416383766,3124.285036,,47.62373,44.7,29.9637,2126.04369,,1.05,13.4,0.494266661,,1.282734649,66.783,,17.81977,3.562159,37.85804522,38.46153846,0.615,13.66468,26.77425385,46.133154,,46.603,4.424304,Timor-Leste,18.53384035,,1.609202775,117.396313,70.357,0.204,,,,,,-12.82367,0.601750053,41.30788422,5371.162193,0.605494767,,12.10414
,10.528391,13.16925,0.723718028,0.701,78.98,0.498002917,92,3.34395,0.526651725,55.89099121,55.47762,140.8162689,,16257.91981,0.825384615,78.69600677,0.990409726,16.8082,48.6,54.78929792,91.79077,53.5686,29.7915535,99,14.42018032,10.49505761,7.521843063,73.65,21.75037009,0.686652318,,47.26226736,0.716777374,-2.996,,30.9,7.74359,0.564716871,9278.872899,,19.90635693,25.7,21.60267698,13374.90875,,1.05,51.930233,0.621775833,57.18021,1.434416096,70.624,,28.093474,7.91268,21.34167495,19.06976744,6.672,12.68474,52.25901794,41.03890728,56.35037,97.887,7.6789,Dominican Republic,26.11022656,,2.455151004,82.586702,76.882,1.062,0.469747594,,,,1,-8.343039,0.732411583,65.30860901,12756.40123,0.721686316,,13.6599
,10.724705,13.787416,0.695416295,0.692,68.512,0.519935128,206,1.51641,0.395552194,70.4885025,58.72642344,69.45041728,,7608.785017,0.749892308,82.54247284,0.934416329,29.0465,,66.7487011,95.65097,,7.082158089,118,3.637384653,10.58357818,8.80761,68.743,29.0421078,0.532074839,,53.11113994,0.649808342,-1.197,,38.4,3.61573,0.478309008,4696.44839,,20.77884525,30.6,28.75495708,6475.741503,,1.05,45.1,0.656308444,49.61332178,1.197191939,66.324,,36.439526,7.60205,,51.80722892,6.552,14.063034,63.87606812,50.55294009,54.16987261,70.789,8.19974,Bolivia (Plurinational State of),24.06063302,,1.551859871,92.183852,71.276,1.186,0.445584034,,,,0.3,,0.622324173,73.14922333,6154.887574,0.674074431,,13.515444
,44.823765,15.30672,0.741473678,6.861,69.695,0.77427789,24,3.36589,0.589869283,53.23836136,95.982,319.1845644,,9180.673349,0.7866,67.37879181,0.999865414,8.7092,50.8,85.63576811,99.76476,107.532,23.09501266,84,9.874469757,21.9392665,11.34805,71.129,7.190272672,0.718093433,,21.39663443,0.741373886,0.862,,9,6.45037,0.689622143,5791.259428,,3.59926,7.7,7.156433333,7449.767985,,1.06,49.26,0.803186667,94.348,0.954259687,66.162,,9.16084,11.29116,13.28227222,12.08530806,31.27,15.09462,52.1627388,16.6695436,95.11,24.118,11.34,Ukraine,40.34867804,,0.706530189,144.023179,75.981,2.461,0.284057089,,,,0.9,-3.728962,0.649355721,59.07133865,7361.011228,0.743049423,,15.52957
,1.377237,14.5,0.831017849,0.033,88.775,,15,-4.53972,,68.33291626,55.562,60.84913698,,44306.41959,0.872538462,85.38695526,0.969541661,6.2817,,87.80400168,95.70295,,5.443355083,47,1.244098663,3.167400095,9.4,76.715,,0.817728213,,28.2141198,0.805706426,4.535,,6.2,,,25710.95433,,,5.3,,44182.03764,,1.04,93.478301,0.716744444,61.58,2.013768831,75.903,,,9.425547748,,15,1.047,13.7,39.19516754,0.779220779,57.94,13.482,9.419,Bahrain,30.29986415,,8.280829336,185.261957,77.781,0.109,0.233452607,,,,,,0.894230425,69.1937561,37236.36304,0.823884095,,15.1
,0.10617,14.312,0.729941374,0.006,23.712,,124,,,59.980793,91.10945266,,,6602.227992,0.815215385,74.04994965,0.968823831,13.6421,,,99.39788,,11.65010071,101,5.16178751,10.239401,11.09269069,72.989,,0.704002887,,64.08984927,0.707184599,-15.378,,16.7,,,3958.891033,,,14.4,,,,1.05,44.999519,0.766288889,91.24719636,1.196121462,70.066,,,11.03302,,0.1,0.062,14.0429978,52.77917862,12.5,91.17832451,15.15,11.062,Tonga,21.33705171,,2.070107708,65.614454,75.966,0.013,0.65867399,,,,,,0.599289896,63.2453804,5284.393683,0.720721178,,14.61663474
,5.503457,17.04792,0.894613184,1.127,84.221,0.829504854,3,8.14183,0.79612106,52.86906815,100,211.8403997,,45869.61454,0.938553846,62.13552094,1.000111631,3.4466,51.8,158.6343017,,74.2742,23.33564186,23,9.624235153,32.40856277,11.1,81.006,5.792360441,0.906205649,,25.8581366,0.89471305,3.952,,2.3,0.350869,0.842703769,32080.57556,,2.0293,1.9,5.69588,38642.81235,,1.05,92.6513,0.846686667,100,0.865830309,78.224,,11.61174,11.458,20.32381044,41.5,3.478,16.48423,55.02691269,73.11198131,100,6.523,11.194,Finland,42.53334701,,0.857217369,135.49996,83.756,0.304,0.056446134,,,,,-7.867242,0.900709053,58.49917221,38868.13552,0.894517444,,17.63688
,6.278438,13.4025,0.727249346,0.286,78.554,,9,2.48919,,42.24407578,44.216,83.63398131,,21364.25696,0.796353846,78.74697113,0.950203612,15.7508,,2.707894163,91.02328,136.999,49.96829987,102,20.62050438,6.918982205,6.97,71.763,,0.670921745,,45.45856545,0.691034956,-15.998,,13.4,,,7162.675845,,,11.4,,13320.82618,,1.06,19.01608,0.615958333,65.654,1.199165823,69.039,,,7.73,,15.95744681,4.12,13.18758756,27.8334713,0.123327688,55.052,6.186,7.31,Libya,27.49909379,,1.733107691,157.002919,74.753,0.649,0.167291024,,,,,,0.749698969,53.2178688,14303.10953,0.71644267,,13.62688743
,257.563815,12.86766,0.712193855,13.326,53.742,0.492497534,126,1.79923,0.576260974,63.43935013,51.73851,2674.883495,,13392.98233,0.754646154,83.85379028,0.926145762,16.534,35.8,46.71547298,93.88262,41.9377,19.34200859,113,5.825447083,7.706583914,8.49,69.052,18.22210005,0.629872959,,41.24949385,0.659595321,-0.561,,27.2,1.11742,0.563324635,6666.371842,,20.81128,22.8,18.20052667,10385.32332,,1.05,21.976068,0.621928898,42.92845,1.056551898,67.039,,17.2563,7.398432453,33.18644981,17.11711712,172.911,12.87777,50.88399124,50.23819118,47.29392,49.625,7.934816941,Indonesia,28.38177019,,1.218975686,132.34821,71.206,24.864,0.467006033,,,,0.5,,0.696440906,67.3635788,10053.3377,0.68884703,,12.85463
,4.900274,7.09898,0.394641439,0.188,40.037,0.221349253,882,0.199561,0.135888521,72.0535965,29.824,2.754899602,,696.0493677,0.483969231,84.57918549,0.776316943,45.6586,,34.76762574,36.75261,39.5339,12.30666924,188,7.628675938,6.753069797,5.734914,51.458,43.46496099,0.262995656,,68.40303382,0.306366835,0.428,,130.1,,0.199252205,481.9326366,,34.5496,91.5,43.13426333,562.1929716,,1.03,4.563264,0.338193889,12.342,1.060607914,49.524,,49.19459,2.822,11.4103063,12.5,2.797,8.44144,71.69693756,35.58701724,20.892,91.938,4.23,Central African Republic,20.01539842,,1.132843974,20.445206,53.409,0.708,,,,,3.7,,0.267468604,78.00428772,587.4739607,0.3524402,,5.77773
,1.273212,15.16978,0.795742839,0.122,39.671,0.629097339,53,1.8095,0.628421724,55.76929474,61.98289885,23.14786802,,25544.89795,0.839923077,74.87224579,0.953647829,9.7678,41.2,118.1189711,90.62253,109.387,17.53635979,64,7.891042709,13.44735499,9.51,74.595,14.36375802,0.757881071,,27.17037646,0.758858431,0,,13.5,0.011402,0.669149821,10534.12389,,13.17,11.8,14.26026667,18333.4202,,1.04,50.139318,0.724516111,56.95406012,1.208045302,71.136,,19.843,8.842,17.6702946,11.5942029,0.907,14.8419,46.77587128,19.01477833,59.70905776,28.457,9.094,Mauritius,35.16865206,,2.302210523,140.573286,78.158,0.071,0.379881447,,,,0.9,-0.6165575,0.783988577,60.54708862,17947.96398,0.781386251,,15.50568
,0.037531,14.63511,,,14.289,,,,,,,,,,0.925553846,,,,,,,,,15,,,,80.161,,,,,,,,,,,,,,,,,,,96.641195,0.818263764,,,,,,,,20,,15.87257,,43.125,,,12.35198793,Liechtenstein,,,,108.8145,,,,,,,,,1,,75064.84111,0.911517483,,13.4649
,9.495826,15.66023,0.786381331,1.328,76.667,0.80355187,4,2.87187,0.689341471,57.04711151,92.21481,158.1158911,,19436.61971,0.791753846,68.22068024,1.020603833,5.826,,51.46572253,99.7289,119.181,12.92414093,52,6.097490311,19.98677288,12.106,71.464,6.422564715,0.745626267,,22.97070357,0.8025838,2.539,,4.6,1.27397,0.744714553,12323.2515,,3.67781,3.4,6.389603333,16621.03344,,1.06,62.230361,0.834233389,87.00197,1.033299732,65.685,,9.665,11.88862287,28.55575653,29.16666667,6.643,15.14002,54.50666428,42.54842048,89.31927,18.196,11.97681,Belarus,39.57853092,,0.58214808,123.636004,77.309,0.586,0.143573421,,,,0.6,-0.9110226,0.763094561,60.7514267,15629.44697,0.795827061,,16.08551
,17.599694,8.42596,0.490554528,0.444,39.916,0.18205326,587,1.16747,0.392801924,60.55330658,16.15614,40.22070771,,3071.322372,0.591907692,82.26113129,0.785831945,40.4196,,21.94306416,38.70194,50.6998,10.72897816,175,8.487168312,5.043939344,3.001695438,58.474,33.66937335,0.352660971,,95.13959575,0.385493419,-3.692,,114.7,6.82818,0.293253467,1348.791332,,41.61872,74.5,32.71256,2285.307216,,1.05,10.336925,0.311834992,7.34422,1.352057459,58.626,,16.09936,1.718808513,16.68275333,8.843537415,8.791,9.38178169,50.05659485,3.864152304,11.5291,174.593,2.333416418,Mali,16.17039087,,1.862238577,139.611856,58.28,3.271,0.688552764,,,,1.3,,0.468175122,66.16919708,2218.360673,0.442108693,,7.47013831
,9.779426,16.05545884,0.911027989,1.949,85.815,0.826003322,4,3.21801,0.805666069,59.78196716,88.25616,443.8541308,,52182.02138,0.959184615,68.24040985,0.997257759,3.3321,50,152.3795863,,86.1383,20.77960777,14,7.356030464,31.76841457,12.17078,82.347,6.722657305,0.927223625,,27.53548752,0.908529731,5.691,,3,0.663534,0.851347997,40326.5878,,3.40366,2.4,6.607533333,45296.45618,,1.06,90.6102,0.855108301,87.77016,0.940194656,80.612,,13.08684,12.37877,24.22958951,43.5530086,6.138,15.05521,60.86460114,68.91785732,88.01011,5.657,12.2737,Sweden,41.03628977,,0.966140356,130.379405,84.038,0.59,0.047569767,,,,,-0.1313765,0.926978227,64.52871704,46250.79382,0.912706101,,16.61069
,7.149787,15.04037,0.801338832,1.431,73.948,0.735241644,11,3.62359,0.628788634,48.87421036,95.53711,121.7129517,,19740.01996,0.835723077,60.14473343,0.983980982,7.8155,49.7,61.82472148,98.38898,131.481,22.20906639,56,9.760795593,30.42371581,11.18,74.322,10.68440656,0.77040714,,21.48615624,0.788502171,-1.374,,10.4,2.95196,0.708845674,12974.56478,,5.46531,9.3,10.50744667,16956.40907,,1.06,56.6563,0.777747983,93.06627,1.027551731,70.938,,18.24153,10.77330433,21.18296403,20.41666667,4.707,14.80763,48.61078262,35.21554901,94.24516,37.712,10.79879781,Bulgaria,43.45462256,,0.818454235,129.271715,77.821,0.337,0.222701212,,,,,,0.769080725,54.16073227,16261.26026,0.793641565,,15.28593
,4.668466,12.84344,0.71012242,0.138,75.252,0.546790633,45,0.946566,0.508835827,32.40080261,61.24104,20.85007091,,8651.227115,0.816430769,69.1133194,0.867465149,13.7372,16.9,11.23109722,96.65014,77.493,39.82450485,114,25.86171532,5.209256594,9.27838,73.068,15.07873383,0.704276042,,70.79263445,0.616006451,-2.003,,21.1,17.4049,0.580827568,1765.794782,,16.49649,18,15.07123,4714.924621,,1.05,57.424192,0.654811556,56.27014,1.068979026,71.122,,14.98,8.58951,23.76354773,,2.652,12.05978,17.82381439,1.523255814,58.77241,58.623,8.94148,"Palestine, State of",19.30210048,,1.217443535,77.624612,75.124,0.703,,,,,,,0.598489564,43.70319748,5256.469658,0.683960089,,13.65824
,321.773631,16.53815,0.921810027,47.579,81.617,0.850003989,14,2.11419,0.692469709,58.79993439,95.08369,16890.23967,,64406.35325,0.911107692,68.42525482,0.992690091,6.1261,47.7,238.2863368,,28.059,11.81555653,10,5.343397617,22.31401945,13.2,79.222,13.48953473,0.855292324,,28.59843082,0.915071679,3.171,,6.5,0.039388,0.795509627,42275.42202,,5.554,5.6,12.8847,52549.00652,,1.05,74.55,0.8999894,95.42986,0.919673608,76.873,,26.974,13.2442539,19.62891171,19.47565543,213.218,15.75785,56.00766754,33.89972254,95.26348,22.632,13.21789033,United States,38.01051914,,0.960318951,117.586744,81.558,19.701,0.203180798,,,,,-0.7118515,0.94825091,62.11920547,53245.07696,0.919553056,,17.34531
,19.511324,14.73498,0.804627986,3.378,54.564,0.734205374,31,2.18625,0.640723311,52.01941299,92.24331,395.1710317,,22782.31575,0.843646154,64.9139328,0.989624844,8.3857,44.6,37.513339,98.76871,82.7124,23.12208366,50,6.906870365,25.77814053,11.03735,74.837,11.04790012,0.772900518,,23.10799434,0.796279844,-4.393,,11.1,1.64791,0.713735384,16276.10225,,4.56156,9.7,10.81661,19925.53855,,1.06,55.7632,0.769297333,86.11928,1.018802063,71.322,,19.50257,10.28713,24.71513987,11.95079086,13.106,14.37487,47.56993866,29.82654436,89.05052,34.577,10.79977,Romania,42.13755897,,0.735349053,107.140204,78.428,0.924,0.338541011,,,,,-1.212724,0.79595499,55.87889099,19427.60925,0.802381714,,15.11756
,25.021974,11.39,,0.578,44.05,0.315541957,477,8.4574,0.444536284,63.18780136,,173.5775904,,7527.386801,0.503046154,77.14204407,,46.2339,,31.00767283,71.14099,75.0972,11.99978447,150,7.55907917,4.623603946,,52.698,37.01240068,0.270468298,,95.23214705,,0.885,,156.9,0.010802,0.336016213,5073.0017,,34.587,96,36.58874667,6937.006266,,1.03,12.4,0.48238417,,1.083320282,51.19,,28.94534,,10.34061777,36.81818182,12.52,14.04049581,59.881073,46.40731531,,164.268,4.979858432,Angola,16.09533388,,1.214899202,60.843896,54.216,4.718,,,,,2.2,,0.625625798,68.35479736,6290.895886,0.533464073,,8.741473986
,10.349803,16.56576,0.850407592,2.153,63.468,0.711525875,10,-0.661325,0.669228638,51.43916702,52.22312,276.2060859,,31670.5646,0.941276923,64.16503906,0.979566242,3.9069,51.8,167.0397759,95.67814,79.8966,30.13941765,41,12.10665035,31.9106758,8.87376,81.183,10.37959989,0.904502175,,21.56898946,0.833030569,-2.675,,3.6,0.180564,0.755193559,21097.2681,,5.91298,3,10.06806,26690.06482,,1.06,68.6329,0.756242333,50.77517,1.121452297,78.182,,20.3843,8.91081,15.03755582,34.7826087,6.744,16.61806,53.5790329,34.73799127,51.44493,9.867,8.88247,Portugal,43.9679223,,1.118488811,110.411664,83.998,0.439,0.090773692,,,,,-0.3263704,0.840573703,58.52451706,26103.62927,0.842658098,,16.51564
,1.360088,12.747,0.782649937,0.128,8.445,0.669588169,63,5.82112,0.664627699,60.45964813,68.3578762,41.72364333,,35179.19263,0.777230769,73.57043457,1.004450795,16.6478,,33.52111715,98.96305,59.8521,9.575861931,65,3.823844194,13.4823804,10.98046648,70.52,15.29574125,0.647838945,,29.76710825,0.786133351,-0.744,,20.4,0.453388,0.660619041,21104.40356,,6.595,18.2,15.06093333,30677.16451,,1.04,69.198471,0.716865445,70.58,1.260103919,67.126,,21.94,10.78884604,13.81613965,31.50684932,0.949,12.34746716,52.58337784,45.70760234,69.766,31.497,10.88346335,Trinidad and Tobago,33.84979124,,1.408488706,157.672736,74.161,0.096,0.324139039,,,,1.2,,0.851431847,62.86345291,28049.08642,0.779912428,,14.27306249
,1.1653,14.25613,0.863791673,0.149,66.921,0.688355558,7,27.1388,0.722212241,53.94285965,82.66676,25.50698226,,35230.32967,0.928184615,70.15833282,0.979029325,4.0298,51.3,314.1682835,99.06569,,32.26689529,33,15.61733055,18.19377375,11.85258,80.332,10.91824484,0.890780632,,23.44219276,0.845677379,6.17,,2.7,1.28753,0.762224337,23447.23155,,12.40564,2.5,10.78120667,30309.63483,,1.07,71.7159,0.785844611,77.01449,0.910157761,78.171,,15.90818,11.57665,,12.5,0.823,13.83732,57.47073746,18.69047619,78.95929,4.989,11.69523,Cyprus,35.93295643,,0.890881376,95.400341,82.55,0.066,0.116378383,,,,,13.89229,0.858837686,63.92647552,29458.52269,0.855645846,,14.69702
,0.423188,14.94486,0.865935708,0.019,77.202,,23,1.11827,,62.33353043,69.554,28.20428073,,89255.65105,0.907984615,75.33456421,0.986441221,4.4218,,33.36780293,96.4083,,5.735579491,30,1.868554235,6.098260807,9.07,79.019,,0.867835352,,31.88552759,0.854194678,1.03,,10.2,,,55402.04472,,,8.6,,66647.16564,,1.06,71.2,0.715801667,67.652,1.088486687,77.234,,,8.99,,,0.306,14.55214,50.95121384,72.10626186,68.614,20.952,9.02,Brunei Darussalam,30.55499111,,1.125179187,108.131115,80.938,0.034,,,,,,6.769002,0.995592908,63.52044678,72843.46609,0.86493671,,15.36546
,2.235355,13.4061,0.85865314,0.026,99.244,,13,0.6416,,84.40289307,67.78817,302.4920213,,159900.852,0.897276923,94.21112823,0.990773616,6.0698,13.4,120.1994307,97.75735,90.878,0.793320119,33,0.237040982,1.42034118,9.49602,78.323,,0.842814008,,18.634365,0.850730876,36.342,,8,0.261874,,50313.31782,,,6.8,,135321.6922,,1.05,92.884826,0.697879333,70.91222,2.129676001,77.526,,,10.9234,,0.1,1.862,13.2839,53.64960098,0,68.37606,10.685,9.76463,Qatar,30.69268128,,13.26460239,153.586928,80.061,0.132,0.542027077,,,,,11.68358,1,84.60343933,129915.6009,0.855530727,,13.5284
,30.331007,13.07991,,1.775,74.705,,40,3.7009,,61.45264053,79.06851367,767.6177107,,32210.20641,0.844630769,77.61500549,,6.684,39.3,144.8328426,94.6446,134.364,10.38247681,59,2.934149504,8.408177167,10.8,74.901,,0.788175649,,35.18805084,,3.08,,7,0.554494,,17167.79556,,,6,,25308.0193,,1.06,71.064068,0.700362481,75.416,1.08613028,72.582,,,10.0214611,26.18443777,13.24041812,21.123,,49.26739883,67.55440572,77.084,13.558,10.11094944,Malaysia,28.50500075,,1.168470332,143.912906,77.283,2.477,0.290979874,,,,0.4,2.239163,0.831732523,63.31026077,24619.6547,0.789449738,,
,8.544586,15.91223,0.909396719,1.601,65.968,0.784573046,4,1.53634,0.757226062,56.81921387,99.20063,377.9641566,,57881.51386,0.947430769,66.02523041,0.956644239,3.6803,48.6,126.0641631,,102.38,10.21162796,24,5.676161766,27.98482186,11.75,81.583,8.730544014,0.912562475,,21.19492041,0.869969132,3.474,,3.5,0.752294,0.815405897,29834.87294,,4.29767,2.9,8.49995,43892.72954,,1.06,83.9263,0.819805584,98.66513,0.964407244,79.084,,17.52188,10.76,22.12138665,30.32786885,5.727,15.64039,54.72821808,46.87935442,98.92323,7.083,11.33397586,Austria,43.1819367,,0.891749198,157.408264,83.986,0.404,0.078390284,,,,,6.739902,0.918093262,60.23844528,43608.82387,0.893405015,,16.19996
,27.977863,9.06883,0.44409137,0.937,32.214,0.243942191,489,25.2734,0.259212385,61.46728516,8.04,31.22309106,,1184.479844,0.545815385,75.37683868,0.879357515,36.4064,,43.49107012,58.77289,91.5918,37.79954147,181,22.27142143,6.52158584,4.583305071,55.478,32.95232961,0.347103652,,88.22875376,0.390515083,-0.191,,78.5,1.33141,0.279984475,1016.272322,,33.81013,56.7,32.87035667,1115.992707,,1.03,9,0.368549131,2.76,0.980745022,54.001,,28.39454,2.495770352,38.1239449,39.6,14.366,9.53706,82.45718384,48.24639487,5.206,139.731,3.499115605,Mozambique,17.13628848,,1.176852699,74.238848,56.81,4.816,0.573865981,,,,10.5,-24.81914,0.362000866,79.07939148,1098.435768,0.417590161,,8.60144
,53.47042,8.92369,0.546448473,1.713,31.608,0.314992299,398,4.367,0.374161524,76.04949188,15.26069496,130.3081569,,2575.801918,0.700184615,83.29117584,0.937096201,24.9789,,22.79088382,80.32054,49.5225,6.337647915,151,3.219774723,6.205444846,6.161634052,65.512,25.4403983,0.5252862,,87.59548934,0.512074788,-0.807,,48.7,0.86728,0.395595811,2359.307037,,28.49972,35.2,25.40236,2510.235057,,1.03,5.355144,0.440546944,10.08616471,1.220028704,64.107,,22.72846,5.4,31.26143604,36,27.591,9.3,74.0100174,51.99819372,12.56659982,118.552,5.78,Tanzania (United Republic of),17.31680796,,1.879814443,75.855797,66.937,9.398,0.543812447,,,,4.7,-4.428577,0.484216471,78.57957458,2466.902694,0.530576616,,8.32867
,39.032383,10.01195,0.52292924,0.97,16.101,0.329541426,343,4.0096,0.309183531,81.91799927,32.12098413,67.0509675,,2074.937308,0.603215385,87.66651917,0.877621593,35.6708,,17.87323311,73.8633,46.8892,6.02175951,163,3.590334415,5.036153224,6.843043149,59.209,30.87505183,0.388043631,,97.30921456,0.458933992,-0.831,,54.6,3.97825,0.340671375,1265.817932,,29.37211,37.7,30.78177,1717.829206,,1.03,19.2211,0.466588236,25.91381927,1.039685147,57.342,,27.3024,4.481638271,24.91127792,34.97409326,19.29,10.1226,82.3157959,10.35806902,30.806,111.896,5.654355417,Uganda,15.85917066,,1.307144159,50.372788,61.108,7.278,0.522434328,,,,7.1,-3.141299,0.425300878,84.96865082,1670.190775,0.492834185,,9.90151
,9.855023,15.59518,0.839617997,1.756,71.227,0.807867333,17,-0.80089,0.703901294,50.21737289,97.89213,240.9436577,,29561.15844,0.850969231,62.50904083,0.988469402,5.2239,48.1,59.38502615,99.05043,,18.24466896,43,6.956402302,26.34871984,12.10604167,75.313,7.777115486,0.806515449,,21.5290996,0.829936699,0.604,,5.9,3.33175,0.771178359,17792.67789,,3.11786,5.3,7.63967,24474.48885,,1.06,72.8347,0.833866111,95.56399,0.947208331,71.641,,14.57725,11.98637,,10.1010101,6.665,15.24133,46.41350555,22.85430244,96.64061,17.96,12.02,Hungary,41.26395941,,1.097664148,118.911665,78.826,0.463,0.251999639,,,,,4.887838,0.824020877,53.97187042,23394.32423,0.836211493,,15.95945
,19.89912,5.42265,0.397204857,0.513,18.732,0.133904705,553,7.34961,0.289667091,62.89385986,8.434,17.85737717,,1291.771384,0.645169231,89.4214859,0.731594735,35.252,,16.33024396,19.12979,56.6164,3.901371002,187,2.770904303,5.494844921,2.31,61.936,28.24272531,0.417734174,,107.4779555,0.290592982,-0.315,,95.5,2.04216,0.253045334,480.6510658,,34.96483,57.1,27.49055667,897.3953205,,1.05,2.220165,0.205895833,3.608,0.798221035,61.05,,12.25484,1.09,38.7587743,13.27433628,9.345,5.94028,40.22592926,0.901555222,6.07,202.384,1.658,Niger,14.82299617,,0.710222033,46.495865,62.934,4.145,0.695460714,,,,0.5,,0.330123155,64.68625641,889.4556458,0.35264067,,4.68019
,207.847528,15.19532,0.750735804,16.304,85.687,0.526600494,44,4.23021,0.465080134,62.30072784,55.168,3004.42299,,17737.72907,0.842276923,78.52030182,1.004915338,14.3902,,108.7215228,92.58371,27.3674,16.75456238,79,7.167889595,11.34809541,7.467758,74.748,25.60534359,0.721071589,,33.31175926,0.754425925,0.016,,16.4,0.163232,0.561042566,10669.731,,22.64508,14.6,24.95352167,14454.93732,,1.05,59.079478,0.680758889,59.08618422,1.255491802,71.031,,37.825285,8.1,18.16391761,10.77441077,143.679,14.68423,56.31171036,59.04878358,57.484,67.027,7.76,Brazil,31.27073976,,1.652347731,126.592265,78.503,15.032,0.41445601,,,,0.6,-4.711935,0.748021337,67.11118317,14145.13735,0.754143634,,15.71318
,12.60859,8.81527,0.463953213,0.386,37.161,0.17097505,679,1.26881,0.295583817,80.85385895,,14.31688436,,1267.374255,0.603307692,85.14742279,0.784019933,35.4369,,34.3089144,30.40826,78.1024,1.179434299,183,1.765491366,5.630811247,3.92873957,59.215,34.80967591,0.389514149,,78.17722797,0.363748567,-0.169,,93.7,1.38837,0.270009395,847.8715941,,48.26536,61,33.58617333,1135.48655,,1.02,4.7,0.330484661,,0.685386511,58.731,,17.05626,1.529757906,13.20737033,21.92982456,6.859,10.06038,79.47259521,25.89939769,,140.622,2.568481492,Guinea,18.48897442,,0.340477428,87.173664,59.679,2.046,,,,,1.6,,0.356366637,82.30698395,1058.219876,0.414186306,,7.54567
